add-yield-c,2,10000,40000,36867255,921,0
add-yield-c,4,10000,80000,118487322,1481,0
add-yield-c,8,10000,160000,301226833,1882,0
add-yield-c,12,10000,240000,527644438,2198,0
add-yield-s,2,10000,40000,34215369,855,0
add-yield-s,4,10000,80000,110942860,1386,0
add-yield-s,8,1000,16000,27699431,1731,0
add-yield-s,12,1000,24000,56343841,2347,0
add-m,1,10000,20000,816725,40,0
add-m,2,10000,40000,3329711,83,0
add-m,4,10000,80000,13775002,172,0
add-m,8,10000,160000,30379935,189,0
add-m,12,10000,240000,43465644,181,0
add-s,1,10000,20000,354023,17,0
add-s,2,10000,40000,4350060,108,0
add-s,4,10000,80000,22804883,285,0
add-s,8,10000,160000,75491653,471,0
add-s,12,10000,240000,156180061,650,0
add-s,1,10000,20000,378515,18,0
add-s,2,10000,40000,4150640,103,0
add-s,4,10000,80000,20898856,261,0
add-s,8,10000,160000,71060358,444,0
add-s,12,10000,240000,162679237,677,0
